OBJECTID,Family,Species,Trophic_Guild,Weight,SOURCE,Weight,Source 2,MUSEUM NUMBER ,Provincia,Localidad,Lat,Long,LATITUDE,LONGITUDE,Elevation,Reference,,,,,,,,
99,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11506,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
100,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11507,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
101,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11508,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
102,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11509,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
103,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11510,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
104,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11511,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
105,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11512,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
106,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11513,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
107,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11514,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
108,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11515,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
109,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TCWC 11516,El Oro,Mina Tres Reyes,03 42' S,79 33' W,-3.700000,-79.550000,1140,Tirira & Arévalo 2012,,,,,,,,
110,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TTU 103779,Loja,Bosque Petrificado Puyango,"03 53' 03.4"" S","80 04' 41.1"" W",-3.884278,-80.078083,280,Carrera et al. 2010,,,,,,,,
111,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TTU 103780,Loja,Bosque Petrificado Puyango,"03 53' 03.4"" S","80 04' 41.1"" W",-3.884278,-80.078083,280,Carrera et al. 2010,,,,,,,,
112,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TTU 103781,Loja,Bosque Petrificado Puyango,"03 53' 03.4"" S","80 04' 41.1"" W",-3.884278,-80.078083,280,Carrera et al. 2010,,,,,,,,
113,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TTU 103782,Loja,Bosque Petrificado Puyango,"03 53' 03.4"" S","80 04' 41.1"" W",-3.884278,-80.078083,280,Carrera et al. 2010,,,,,,,,
114,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,TTU 103783,Loja,Bosque Petrificado Puyango,"03 53' 03.4"" S","80 04' 41.1"" W",-3.884278,-80.078083,280,Carrera et al. 2010,,,,,,,,
115,Emballonuridae,Peropteryx kappleri,LFI,9.50,6 to 13 g (Tirira 2007),9.85,Pacifini et al. 2013,MUG 359,Los Ríos,Cerro Cachari,01 43' S,79 23' W,-1.716667,-79.383333,14,Tirira & Arévalo 2012,,,,,,,,
116,Emballonuridae,Peropteryx leucoptera,LFI,6.50,5 to 8 g (Tirira 2007),6.57,Pacifini et al. 2013,MEPN 9869,Orellana,"Pozo Tivacuno, cerca al Río Tiputini",00 42' S,76 23' W,-0.700000,-76.383333,250,Arcos et al. 2007; McDonough et al. 2010,,,,,,,,
117,Emballonuridae,Peropteryx leucoptera,LFI,6.50,5 to 8 g (Tirira 2007),6.57,Pacifini et al. 2013,QCAZ 8478,Sucumbíos,Palma Roja,00 01' N,76 09' W,0.016667,-76.150000,256,McDonough et al. 2011,,,,,,,,
118,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 26,Napo,Cañon de Mondayacu,00 58' S,77 44' W,-0.966667,-77.733333,750,Tirira & Arévalo 2012,,,,,,,,
119,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,MNHG 1752.49,Napo,Cueva de San Bernardo,00 57' S,77 47' W,-0.950000,-77.783333,625,Tirira 2009,,,,,,,,
120,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 235,Napo,Cueva de San Bernardo,00 57' S,77 47' W,-0.950000,-77.783333,625,Tirira 2009,,,,,,,,
121,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 234,Napo,Cueva de Michael,00 52' S,77 48' W,-0.866667,-77.800000,650,Tirira & Arévalo 2012,,,,,,,,
122,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 955,Napo,Supai Uctu,00 50' S,77 46' W,-0.833333,-77.766667,750,Tirira & Arévalo 2012,,,,,,,,
123,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 956,Napo,Supai Uctu,00 50' S,77 46' W,-0.833333,-77.766667,750,Tirira & Arévalo 2012,,,,,,,,
124,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 2642,Napo,Cueva del Lagarto,00 49' S,77 46' W,-0.816667,-77.766667,900,Tirira & Arévalo 2012,,,,,,,,
125,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 2200,Napo,Papallacta - Paramo de la Virgen,00 21' S,78 11' W,-0.350000,-78.183333,3000,Jarrin-V 2003,,,,,,,,
126,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 4482,Orellana,Ginta,01 02' S,76 10' W,-1.033333,-76.166667,200,Tirira & Arévalo 2012,,,,,,,,
127,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 4483 ,Orellana,Ginta,01 02' S,76 10' W,-1.033333,-76.166667,200,Tirira & Arévalo 2012,,,,,,,,
128,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 3510,Orellana,Cueva El Saladero,00 52' S,76 30' W,-0.866667,-76.500000,200,Tirira & Arévalo 2012,,,,,,,,
129,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,MEPN 5132,Orellana,"Comuna 24 de Mayo, San José de Dahuano","00°43'16"" S","77°25'24"" W",-0.721111,-77.423333,500,This Publication,,,,,,,,
130,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 2729,Orellana,E C Yasuni,00 40' S,76 24' W,-0.666667,-76.400000,220,Tirira & Arévalo 2012,,,,,,,,
131,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 3298,Orellana,E C Yasuni,00 40' S,76 24' W,-0.666667,-76.400000,220,Tirira & Arévalo 2012,,,,,,,,
132,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 7942,Orellana,Chiro Isla,00 39' s,75 55' W,-0.650000,-75.916667,200,Tirira & Arévalo 2012,,,,,,,,
133,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 1091,Orellana,Tetete,00 17' S,76 51' W,-0.283333,-76.850000,300,Tirira & Arévalo 2012,,,,,,,,
134,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,MEPN 302,Pastaza,"Sarayacu, Río Sarayacu",01°44'  S,77°29'  W,-1.733333,-77.483333,450,Albuja 1982,,,,,,,,
135,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,MEPN 4084,Pastaza,"Cavernas de Mera, 4 km al N de Mera",01°27'  S,"78°07'07"" W",-1.450000,-78.118611,1150,Rageot & Albuja 1994,,,,,,,,
136,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 4855,Pastaza,Cavernas de Mera,"01 30' 36.9"" S","78 04' 00.59"" W",-1.422983,-78.033773,1093,Carrera 2003,,,,,,,,
137,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 4873,Pastaza,Cavernas de Mera,"01 30' 36.9"" S","78 04' 00.59"" W",-1.422983,-78.033773,1093,Carrera 2003,,,,,,,,
138,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 4876,Pastaza,Cavernas de Mera,"01 30' 36.9"" S","78 04' 00.59"" W",-1.422983,-78.033773,1093,Carrera 2003,,,,,,,,
139,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 4882,Pastaza,Cavernas de Mera,"01 30' 36.9"" S","78 04' 00.59"" W",-1.422983,-78.033773,1093,Carrera 2003,,,,,,,,
140,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 4881,Pastaza,Cavernas de Mera,"01 24' 3.93"" S","78 02' 30"" W",-1.401092,-78.041773,1246,Carrera 2003,,,,,,,,
141,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 5088,Pastaza,Cavernas de Mera,"01 24' 3.93"" S","78 02' 30"" W",-1.401092,-78.041773,1246,Tirira & Arévalo 2012,,,,,,,,
142,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 5090,Pastaza,Cavernas de Mera,"01 24' 3.93"" S","78 02' 30"" W",-1.401092,-78.041773,1246,Tirira & Arévalo 2012,,,,,,,,
143,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 6224,Pastaza,Cavernas de Mera,"01 24' 3.93"" S","78 02' 30"" W",-1.401092,-78.041773,1246,Tirira & Arévalo 2012,,,,,,,,
144,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 6225,Pastaza,Cavernas de Mera,"01 24' 3.93"" S","78 02' 30"" W",-1.401092,-78.041773,1246,Tirira & Arévalo 2012,,,,,,,,
145,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 6226,Pastaza,Cavernas de Mera,"01 24' 3.93"" S","78 02' 30"" W",-1.401092,-78.041773,1246,Tirira & Arévalo 2012,,,,,,,,
146,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 6227,Pastaza,Cavernas de Mera,"01 24' 3.93"" S","78 02' 30"" W",-1.401092,-78.041773,1246,Tirira & Arévalo 2012,,,,,,,,
147,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 6228,Pastaza,Cavernas de Mera,"01 24' 3.93"" S","78 02' 30"" W",-1.401092,-78.041773,1246,Tirira & Arévalo 2012,,,,,,,,
148,Emballonuridae,Peropteryx macrotis,LFI,6.50,5 to 8 g (Tirira 2007),5.68,Pacifini et al. 2013,QCAZ 3278,Zamora Chinchipe,Río Bombuscaro,04 01' S,79 01' W,-4.016667,-79.016667,1050,Tirira & Arévalo 2012,,,,,,,,
149,Emballonuridae,Peropteryx pallidoptera,LFI,4.50,4 to 5g (Tirira 2017),6.57,Pacifini et al. 2013 *,ROM 104396,Orellana,Parque Nacional Yasuni 66 Km S Pompeya Sur,"00 48' 00"" S","76 24' 00"" W",-0.800000,-76.400000,220,Lim et al. 2010,,,,,,,,
150,Emballonuridae,Peropteryx pallidoptera,LFI,4.50,4 to 5g (Tirira 2017),6.57,Pacifini et al. 2013 *,MECN 2991,Orellana,"Río Tiputini, Estación de Biodiversidad Tiputini","00°39'07"" S","76°08'25""  W",-0.651944,-76.140278,246,Guerra & Albuja 2012,,,,,,,,
151,Emballonuridae,Peropteryx pallidoptera,LFI,4.50,4 to 5g (Tirira 2017),6.57,Pacifini et al. 2013 *,MECN 3,Orellana,"Río Tiputini, Estación de Biodiversidad Tiputini","00°39'07"" S","76°08'25""  W",-0.651944,-76.140278,246,Guerra & Albuja 2012,,,,,,,,
152,Emballonuridae,Peropteryx pallidoptera,LFI,4.50,4 to 5g (Tirira 2017),6.57,Pacifini et al. 2013 *,MECN 6,Orellana,"Río Tiputini, Estación de Biodiversidad Tiputini","00°39'07"" S","76°08'25""  W",-0.651944,-76.140278,246,Guerra & Albuja 2012,,,,,,,,
153,Emballonuridae,Peropteryx pallidoptera,LFI,4.50,4 to 5g (Tirira 2017),6.57,Pacifini et al. 2013 *,MEPN 11123,Orellana,"Río Tiputini, Estación de Biodiversidad Tiputini","00°39'07"" S","76°08'25""  W",-0.651944,-76.140278,246,Guerra & Albuja 2012,,,,,,,,
154,Emballonuridae,Peropteryx pallidoptera,LFI,4.50,4 to 5g (Tirira 2017),6.57,Pacifini et al. 2013 *,MEPN 9913,Sucumbíos,"Río Aguarico, confluencia con el río Puchucchoa, a 20 km de la población de Lumbaqui",00 02' N,77 24' W,0.033333,-77.400000,425,McDonough et al. 2011,,,,,,,,
155,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. (2013),MECN 2040,Esmeraldas,Estero Ines,00 41' N,80 02' W,0.683333,-80.033333,40,Tirira & Arévalo 2012,,,,,,,,
156,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. (2013),MEPN 312,Esmeraldas,"Estero Taquiama 200 m al W del, parroquia Tabiaso, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,150,Albuja 1999,,,,,,,,
157,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. (2013),MEPN 317,Esmeraldas,"Estero Taquiama 200 m al W del, parroquia Tabiaso, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,100,Albuja 1999,,,,,,,,
158,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 316,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
159,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,QCAZ  2156,Esmeraldas,Corriente Grande,00 54' N,78 33' W,0.900000,-78.550000,35,Tirira 2008,,,,,,,,
160,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,N/A,Guayas,Naranjito,02°11’03.2” S,79°22’52.6,-2.184222,-79.381278,50,Salas 2013,,,,,,,,
161,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,EBD 12609,Guayas,Rio Congo,01 08' S,79 44' W,-1.133333,-79.733333,50,Tirira & Arevalo 2012,,,,,,,,
162,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,EBD 12610,Guayas,Rio Congo,01 08' S,79 44' W,-1.133333,-79.733333,50,Tirira & Arevalo 2012,,,,,,,,
163,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,EBD 12611,Guayas,Rio Congo,01 08' S,79 44' W,-1.133333,-79.733333,50,Tirira & Arevalo 2012,,,,,,,,
164,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MSU 31444,Los Ríos,Maria se Mira,01 07' S,79 28' W,-1.116667,-79.466667,50,Tirira 2008,,,,,,,,
165,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,QCAZ 8900,Los Ríos,La Ceiba,00 54' S,79 30' W,-0.900000,-79.500000,94,Tirira & Arevalo 2012,,,,,,,,
166,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,QCAZ 8905,Los Ríos,La Ceiba,00 54' S,79 30' W,-0.900000,-79.500000,94,Tirira & Arevalo 2012,,,,,,,,
167,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,USNM 528476,Los Ríos,"Centro Científico Río Palenque, 47 Km S de Santo Domingo de los Colorados",00 35' S,79 22' W,-0.586400,-79.366667,220,Tirira 2008,,,,,,,,
168,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,USNM 528575,Los Ríos,"Centro Científico Río Palenque, 47 Km S de Santo Domingo de los Colorados",00 35' S,79 22' W,-0.586400,-79.366667,220,Tirira 2008,,,,,,,,
169,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,USNM 528576,Los Ríos,"Centro Científico Río Palenque, 47 Km S de Santo Domingo de los Colorados",00 35' S,79 22' W,-0.586400,-79.366667,220,Tirira 2008,,,,,,,,
170,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MNHN 1948.408,Morona Santiago,Méndez,02 43' S,78 18' W,-2.716667,-78.316667,750,Dorst 1951,,,,,,,,
171,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MNHN 1948.409,Morona Santiago,Méndez,02 43' S,78 18' W,-2.716667,-78.316667,750,Dorst 1951,,,,,,,,
172,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,FMNH 104763,Morona Santiago,Cushime,02 32' S,77 44' W,-2.533333,-77.733333,274,Tirira & Arevalo 2012,,,,,,,,
173,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,QCAZ 8525,Napo,Simon Bolivar,01 03' S,77 35' W,-1.050000,-77.583333,384,McDonough et al. 2011,,,,,,,,
174,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,QCAZ 11787,Napo,Gareno,01 02' S,77 22' W,-1.033333,-77.366667,343,Tirira & Arevalo 2012,,,,,,,,
175,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MECN 1297,Napo,Misahualli,01 01' S,77 40' W,-1.016667,-77.666667,450,Tirira & Arevalo 2012,,,,,,,,
176,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MECN 1298,Napo,Misahualli,01 01' S,77 40' W,-1.016667,-77.666667,450,Tirira & Arevalo 2012,,,,,,,,
177,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 314,Napo,Cerro Guataraco,00°41'  S,77°33'  W,-0.683333,-77.550000,1142,Albuja 1982,,,,,,,,
178,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 315,Napo,Cerro Guataraco,00°41'  S,77°33'  W,-0.683333,-77.550000,1142,Albuja 1982,,,,,,,,
179,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,ROM 105537,Orellana,"Parque Nacional Yasuni, 73 KM S of Pompeya Sur","00 50' 00"" S","76 21' 00"" W",-0.833333,-76.350000,,Reid et al. 2000,,,,,,,,
180,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 3852,Orellana,"Shiripuno, Campamento (Parque Nacional Yasuní)","00°43'33"" S","76°43'33"" W",-0.725833,-76.725833,300,Tirira & Arevalo 2012,,,,,,,,
181,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MNHN 1957.144,Orellana,Loreto,00 41' S,77 16' W,-0.683333,-77.266667,600,Tirira & Arevalo 2012,,,,,,,,
182,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,QCAZ 12422,Orellana,Yasuni EC,00 40' S,76 24' W,-0.666667,-76.400000,220,Tirira & Arevalo 2012,,,,,,,,
183,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 11882,Orellana,"Río Tiputini, Estación Biológica U. San Francisco","00°38'18.61"" S","76°08'56.74""  W",-0.638503,-76.149094,235,This Publication,,,,,,,,
184,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 311,Orellana,Ávila,00°38' S,77°25'  W,-0.633333,-77.416667,750,Albuja 1982,,,,,,,,
185,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MECN 2850,Orellana,Tiputini E B,00 38' S,76 08' W,-0.633333,-76.133333,230,Tirira & Arevalo 2012,,,,,,,,
186,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 10474,Orellana,"Guiyero,Laguna Waorani","00 37' 19"" S","76 29' 37"" W",-0.621948,-76.493865,227,Albuja-V & Arguero 2011,,,,,,,,
187,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 10475,Orellana,"Guiyero,Laguna Waorani","00 37' 19"" S","76 29' 37"" W",-0.621948,-76.493865,227,Albuja-V & Arguero 2011,,,,,,,,
188,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 318,Orellana,"Iripari (Imuya), R.P.F.Cuyabeno","00°33'36"" S","75°29'24"" W",-0.560000,-75.490000,200,This Publication,,,,,,,,
189,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MEPN 5564,Orellana,San José de Payamino,00 30' S,77 19' W,-0.500000,-77.316667,300,Tirira & Arevalo 2012,,,,,,,,
190,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,QCAZ 6959,Orellana,Sabalo,00 22' S,75 40' W,-0.366667,-75.666667,200,Tirira & Arevalo 2012,,,,,,,,
191,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MNHN 1957.145,Pastaza,Chicherota,02 22' S,76 39' W,-2.366667,-76.650000,251,Tirira & Arevalo 2012,,,,,,,,
192,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,FMNH 43119,Pastaza,Rio Capahuari,02 05' S,77 10' W,-2.083333,-77.166667,400,Sanborn 1937,,,,,,,,
193,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,FMNH 41420,Pastaza,Montalvo,02 04' S,76 58' W,-2.066667,-76.966667,250,Sanborn 1937,,,,,,,,
194,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,AMNH 63660,Pastaza,Rio Bobonaza,02 04' S,76 58' W,-2.066667,-76.966667,411,Tirira & Arevalo 2012,,,,,,,,
195,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,AMNH 63661,Pastaza,Rio Bobonaza,02 04' S,76 58' W,-2.066667,-76.966667,411,Tirira & Arevalo 2012,,,,,,,,
196,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,AMNH 63662,Pastaza,Rio Bobonaza,02 04' S,76 58' W,-2.066667,-76.966667,411,Tirira & Arevalo 2012,,,,,,,,
197,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MNHN 1932.2964,Pastaza,Sarayacu,01 44' S,77 29' W,-1.733333,-77.483333,400,Dorst 1951,,,,,,,,
198,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MNHN 1932.2965,Pastaza,Sarayacu,01 44' S,77 29' W,-1.733333,-77.483333,400,Dorst 1951,,,,,,,,
199,Emballonuridae,Rhynchonycteris naso,LFI,5.00,3 to 7 g (Tirira 2007),4.14,Pacifini et al. 2013,MNHN 1932.2966,Pastaza,Sarayacu,01 44' S,77 29' W,-1.733333,-77.483333,400,Dorst 1951,,,,,,,,
